Title,Runtime,Artist,Album,Genre
Turtleneck & Chain (featuring Snoop Dogg),2:44,The Lonely Island,,
Turtleneck & Chain (featuring Snoop Dogg),2:44,The Lonely Island,Turtleneck & Chain,
Turning the Page,3:33,Jonny Craig,Find Your Home - EP,R&B/Soul
Turn up in Tijuana,3:54,Yelawolf & Caskey,Yelawolf Blacksheep,Hip-Hop/Rap
Turn On the Darkness,8:27,Between the Buried and Me,Coma Ecliptic,Metal
"Turn Off the Lights - I'm Watching Back to the Future, Pt. 2",5:59,Dance Gavin Dance,Acceptance Speech 2.0,Rock
"Turn Off the Lights - I'm Watching Back to the Future, Pt. 2",6:00,Dance Gavin Dance,Acceptance Speech,Rock
Turbulent,5:57,Between the Buried and Me,Colors II,Metal
Turbo Swag,3:33,Attack Attack!,Attack Attack,Rock
Tug of War (Brian Kierulf Remix),3:34,Tilian,Patient EP,Alternative
Tug of War,3:06,Tilian,Tug of War - Single,Pop
Tug of War,3:06,Tilian,Tug of War - Single,Pop
Truth hurts while laying on your back,3:41,Emarosa,Emarosa,Rock
Trunk Muzik,3:41,Yelawolf,Trunk Muzik 0-60,Rap
Trunk Muzik,3:40,Yelawolf,Trunk Muzik,
True To Yourself (feat. Bones Owens),5:17,Yelawolf,Trial By Fire,Hip-Hop/Rap
True Faith,3:42,Anberlin,True Faith - Single,Alternative
TRUE,3:27,Tilian,Perfect Enemy,Alternative
Trouble on Dookie Island,2:10,The Lonely Island,,
Trouble on Dookie Island,2:10,The Lonely Island,Turtleneck & Chain,
Triumvirate!,1:04,Cloudkicker,The Discovery,
Tripping In Triplets,3:53,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Triple Trouble,2:43,Beastie Boys,To the 5 Boroughs (Deluxe Version),Hip-Hop/Rap
Triple Backflip,2:51,Action Bronson,SAAAB STORIES Produced by Harry Fraud - EP,Hip-Hop/Rap
Trim Splint,3:13,Cloudkicker,Woum,Instrumental
Trial By Fire,4:42,Yelawolf,Trial By Fire,Hip-Hop/Rap
Tree Village (Tree City Sessions),3:21,Dance Gavin Dance,Tree City Sessions,Rock
Treat,4:47,Santana,Santana [Bonus Tracks],Rock
Travesty,3:59,Haste The Day,Attack Of The Wolf King,Metal
Traversing Through the House of Delphi,4:08,Eidola,Degeneraterra,Rock
Traveller,2:10,Manuel Gardner Fernandes,Volume II,Rock
Travelers' Encore,3:50,Andrew Prahlow,Outer Wilds: Echoes of the Eye (The Lost Reels) [Deluxe Original Game Soundtrack],Soundtrack
Travelers,3:30,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
Traust,9:49,Heilung,Futha,Worldwide
TRAPPiN' LiKE A FOOL (Prod. SK The Hit Man),3:15,RiFF RaFF,Hologram Panda,
Trapped in Ice,4:21,Scale the Summit,V,Metal
Trapdoor,3:54,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
"Transcendentmium, Pt. 2: Fourth Temple (Instrumental)",4:36,Eidola,"To Speak, To Listen (Instrumental)",Rock
"Transcendentmium, Pt. 2: Fourth Temple",4:37,Eidola,"To Speak, To Listen",Rock
"Transcendentmium, Pt. 1: Zoroastrian (Instrumental)",4:17,Eidola,"To Speak, To Listen (Instrumental)",Rock
"Transcendentmium, Pt. 1: Zoroastrian",4:16,Eidola,"To Speak, To Listen",Rock
Transcendence,3:43,Decoder,,Rock
Transcendence,3:43,Decoder,Decoder,Rock
Transcend,5:00,Polyphia,Inspire - EP,Rock
Trans Am,3:34,Yelawolf & DJ Paul,Slumafia,Hip-Hop/Rap
Trailer Park Hollywood,3:57,Yelawolf,Trunk Muzik 3,Hip-Hop/Rap
Toxic,3:21,A Static Lullaby,Punk Goes Pop Volume 2,Punk
The Town [Sabzi REMIX BONUS],4:25,Macklemore and Ryan Lewis,,
The Town [Sabzi REMIX BONUS],4:25,Macklemore and Ryan Lewis,The VS. Redux,
The Town,5:34,Macklemore,,Seattle Underground
The Town,5:34,Macklemore,The Unplanned Mixtape,Seattle Underground
Tough as John Jacobs,4:01,Maylene & The Sons of Disaster,Maylene & The Sons of Disaster,Rock
Totla Mad,4:00,Periphery,Periphery [Instrumental Version],Metal
Tote the Bag,3:04,Yelawolf & DJ Paul,Slumafia,Hip-Hop/Rap
Totala Mad,4:00,Periphery,Periphery,Metal
Tootsie Roll,3:15,Gold Necklace,Gold Necklace,Rock
Tooth and Claw,4:23,Animals As Leaders,The Joy of Motion,Metal
Too Many Hands,4:41,The Eagles,,Rock
Too Many Hands,4:41,The Eagles,One Of These Nights,Rock
Too Loud/Too Cold,4:32,Kurt Travis,Everything Is Beautiful,Alternative
Too Late,4:03,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Tongue-splitter,4:33,Protest The Hero,Scurrilous,Metal
Tone,2:18,Yelawolf & Ed Sheeran,Slumdon Bridge,Hip-Hop
Tomorrow's Dust,5:27,Tame Impala,The Slow Rush,Alternative
Tommy the Cat,4:14,Primus,Sailing the Seas of Cheese,Hard Rock
A Toast to the future kids!,3:49,Emarosa,Emarosa,Rock
A Toast To Bad Taste,3:50,Far-Less,A Toast To Bad Taste,Rock
To Whom It May Concern,3:31,The Civil Wars,Barton Hollow,Singer/Songwriter
To The Wolves,3:31,Anberlin,"Dark Is The Way, Light Is A Place",Alternative
To the Deep,3:39,Emery,You Were Never Alone,Rock
To Plant A Seed,3:51,We Came As Romans,To Plant A Seed,Post-hardcore/Metalcore
To Live,3:21,Far-Less,,Rock
To Live,3:21,Far-Less,A Toast To Bad Taste,Rock
To Lead You to an Overwhelming Question,4:50,Animals As Leaders,Weightless,Rock
To Know What's Real,5:38,Eidola,Degeneraterra,Rock
To Detonate And Exterminate,3:23,Job For A Cowboy,Ruination,Technical Death Metal
TNT,2:49,Yelawolf,Stereo,
TM3,3:09,Yelawolf,Trunk Muzik 3,Hip-Hop/Rap
Titanomachy - The Beginning,2:42,The Showdown,Back Breaker,Rock/Metal
Tip Your Van Driver,3:41,Cloudkicker,The Map is Not the Territory,
TiP TOE 4,4:24,Riff Raff & Yelawolf,TURQUOiSE TORNADO,Hip-Hop
Tip of My Tongue,2:43,The Civil Wars,Poison & Wine EP,Folk
Timshel,2:53,Mumford & Sons,,
Timshel,2:53,Mumford & Sons,Sigh No More,
The Times They Are A-Changin',2:55,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",Singer/Songwriter
Time to Get Ill,3:37,Beastie Boys,Licensed to Ill,Hip-Hop/Rap
Time Has Come,4:00,Europe,Hot Rod,Soundtrack
Time & Confusion,3:23,Anberlin,Never Take Friendship Personal,Alternative
Timber Hearth,3:25,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
Till the World Ends,4:05,I See Stars,Punk Goes Pop 4,Pop
Till It's Gone,4:36,Yelawolf,Love Story,Hip-Hop/Rap
Tiger Mountain Peasant Song,3:31,Fleet Foxes,Fleet Foxes,Rock
TiGER BEAR GARGOYLE (Prod. by Dame Grease),2:04,RiFF RaFF,Hologram Panda,
Thursdy,1:30,Manuel Gardner Fernandes,Volume II,Rock
THUG LOVE STORY 2017 THE MUSICAL (interlude),2:20,Action Bronson,Mr. Wonderful,Hip-Hop/Rap
Thug City (Tree City Sessions),3:19,Dance Gavin Dance,Tree City Sessions,Rock
Thug City,3:17,Dance Gavin Dance,Downtown Battle Mountain II,Hardcore
Thrust Away,0:29,DJ Rumpleskillzkid,Hot Rod (Music from the Motion Picture),Soundtrack
Throw That Shit Out,3:10,Marc Rebillet,Loop Daddy III,R&B/Soul
Throw It Up (Feat. Gangsta Boo & Eminem),4:54,Yelawolf,Radioactive,Hip-Hop
Thriller,3:30,Fall Out Boy,Infinity On High,Rock
Threw It on the Ground,2:39,The Lonely Island,,
Threw It on the Ground,2:39,The Lonely Island,Turtleneck & Chain,
Threnody,3:37,Whale Bones,"Close All the Blinds, Lock All the Doors, Say No One's Home - EP",Singer/Songwriter
Three Wishes,3:28,Dance Gavin Dance,Afterburner,Rock
The Threat Posed by Nuclear Weapons,3:46,The Dillinger Escape Plan,One Of Us Is The Killer,Rock
Threaded,4:05,Cloudkicker,Woum,Instrumental
Thrash,4:27,Emery,You Were Never Alone,Rock
Thoughts and Prayers,5:49,Animals As Leaders,Parrhesia,Metal
Those Who Stand for Nothing Fall for Everything,3:48,Slaves,Through Art We Are All Equals,Heavy Metal
"Those Who Slay Together, Stay Together",5:05,Chiodos,Illuminaudio,Punk
Those Damned Blue-Collar Tweekers,5:18,Primus,Sailing the Seas of Cheese,Hard Rock
Thoroughly at Home,4:01,Animals As Leaders,Animals As Leaders,Progressive Metal
Thnks fr the Mmrs (feat. Jonathan Young),3:14,Bilmuri,Muri and Friends,Rock
Thnks Fr Th Mmrs,3:24,Fall Out Boy,Infinity On High,Rock
Thistle & Weeds,4:50,Mumford & Sons,Sigh No More,
This Seems Familiar,6:06,Evan Brewer,Your Itinerary,Rock
This Lost Song Is Yours,3:54,The Color Morale,,
This Lost Song Is Yours,3:54,The Color Morale,My Devil In Your Eyes,
This Isn't,1:20,Cloudkicker,Let Yourself Be Huge,Rock
This Is You Throwing in the Towel,3:24,Slaves,Through Art We Are All Equals,Heavy Metal
This Is War,5:27,30 Seconds To Mars,This Is War,Alt. Rock
This Is The House That Doubt Built,3:30,A Day to Remember,,
This Is The House That Doubt Built,3:30,A Day to Remember,What Separates Me From You,
This Is How I Disappear,3:59,My Chemical Romance,The Black Parade (Deluxe Version),Alternative
This Is Exile (Ben Weinman Remix),3:16,Whitechapel,,
This Is Exile (Ben Weinman Remix),3:16,Whitechapel,Recorrupted EP,
This City Is Contagious,3:37,The Cab,Whisper War,Alternative
This Body,4:48,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
"This Ain't a Scene, It's an Arms Race",3:32,Fall Out Boy,Infinity On High,Rock
Third,1:20,Manuel Gardner Fernandes,Volume III,Rock
Thinking of You,1:53,Ichika Nito,Until the End - EP,Instrumental
Things That Hide Away,3:25,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
A Thin Line,3:23,Far-Less,,Rock
A Thin Line,3:23,Far-Less,A Toast To Bad Taste,Rock
They Said A Storm Was Coming,3:13,Jamie's Elsewhere,They Said A Storm Was Coming,Screamo
Therma,2:41,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
There's No 'i' in Family,4:26,Settle Your Scores,The Wilderness,Rock
There Is Only One God and His Name Is Death,4:08,Slaves,Through Art We Are All Equals,Heavy Metal
There Is No Mathematics To Love And Loss,3:12,Anberlin,Cities,Alternative
There Is A Light That Never Goes Out,4:15,Anberlin,Lost Songs,Alternative
Therapy,3:38,Marc Rebillet,Loop Daddy III,R&B/Soul
TheNewNationalAnthem,4:00,Pierce The Veil,Selfish Machines Deluxe Edition,Post Hardcore
"The Take Over, the Breaks Over",3:34,Fall Out Boy,Infinity On High,Rock
That's What We on Now,4:42,Yelawolf,Trunk Muzik 0-60,Rap
That Was Yesterday,3:46,Foreigner,The Very Best of Foreigner,Rock
That Brahmatron Song,9:30,Closure In Moscow,Pink Lemonade,Alternative
That '70s Song,3:33,The Cab,Whisper War,Alternative
Thankful,2:36,Marc Rebillet,Loop Daddy III,R&B/Soul
Thank You,4:18,Yelawolf,Best Of Freestyles,
TEXAS TORNADO,1:02,RiFF RaFF,TEXAS TORNADO,
TETHERED,3:28,Anchor & Braille,TENSION,Indie Rock
Tetelestai (Instrumental),5:06,Eidola,"To Speak, To Listen (Instrumental)",Rock
Tetelestai,4:56,Eidola,"To Speak, To Listen",Rock
Test Chamber Three,1:41,Andrew Prahlow,Outer Wilds: Echoes of the Eye (The Lost Reels) [Deluxe Original Game Soundtrack],Soundtrack
The Test,3:56,The Classic Crime,Acoustic EP: Seattle Sessions,Alternative
Tessitura,1:05,Animals As Leaders,Animals As Leaders,Progressive Metal
Terry,4:49,Action Bronson,Mr. Wonderful,Hip-Hop/Rap
The Terrible Secret,3:29,Emery,The Question,Alternative
A Terrible Fate,0:58,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
Terraformer,8:07,Thank You Scientist,Terraformer,Rock
Termites,3:57,Protest The Hero,Scurrilous,Metal
Terminated,3:14,The Acacia Strain,Wormwood,Rock
Tequila Sunrise,3:28,The Eagles,Hell Freezes Over [Live],Rock
Tennessee Love,4:58,Yelawolf,Trunk Muzik Returns,
Tempting Time,5:24,Animals As Leaders,Animals As Leaders,Progressive Metal
Telos,9:45,Between the Buried & Me,The Parallax II: Future Sequence,Metal
Tell Me,3:42,BackWordz,Veracity,Metal
Teenagers,2:42,My Chemical Romance,The Black Parade,Alternative
Teen Town,2:52,Weather Report,Heavy Weather,Fusion
Tee Time,2:49,Vulfpeck,Mr Finish Line,Funk
Tear It Out,4:10,Kurt Travis,Everything Is Beautiful,Alternative
Tat Shop,2:38,Yelawolf & Caskey,Yelawolf Blacksheep,Hip-Hop/Rap
"The Taste of Regret (featuring Tyler ""Telle"" Smith)",6:14,In Fear And Faith,Symphonies,Rock
Tarred & Feathered,3:15,Plini,Sweet Nothings - EP,Metal
Tapestry,4:34,Protest The Hero,Scurrilous,Metal
Tapestry,5:19,Intervals,In Time - EP,Instrumental
TANK (feat. Big Body Bes),2:41,Action Bronson,Blue Chips 7000,Hip-Hop/Rap
Tangled In The Great Escape (feat Jason Butler),5:57,Pierce The Veil,Collide With The Sky,Alternative
Tandem,5:15,Protest The Hero,Scurrilous,Metal
Talladege Dreamin',1:21,Yelawolf,Ball Of Flames The Ballad Of Slick Rick,
Talk to Me (Stripped),3:47,Axel Mansoor,Somerset - EP,Singer/Songwriter
Talk To Me,4:36,Axel Mansoor,Talk To Me - Single,Pop
Tale of the Runaways,4:54,Maylene & The Sons Of Disaster,II,Hardcore/Rock/Punk
Taking Time For All the Wrong Things,3:22,Jonny Craig,A Dream Is a Question You Don't Know How To Answer,Rock
The Taker,2:17,Decoder,Decoder,Rock
Taken for a Bath,3:36,Emery,You Were Never Alone,Rock
Take You There,4:15,Tilian,Patient EP,Alternative
Take This to Heart,4:08,Mayday Parade,A Lesson in Romantics,Alternative
Take Some Time,3:55,Tilian,Future Friends - EP,Pop
Take My Hand,3:28,The Cab,Whisper War,Alternative
Take More Than You Need,4:30,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Take Me Home Tonight,3:35,Every Avenue,Punk Goes Classic Rock,
Take Me Home,5:24,The Showdown,,Christian Metal
Take Me Home,5:24,The Showdown,Blood In The Gears,Christian Metal
Take Me (As You Found Me),4:12,Anberlin,"Dark Is The Way, Light Is A Place",Alternative
Take It To The Limit,4:47,The Eagles,,Rock
Take It To The Limit,4:47,The Eagles,One Of These Nights,Rock
Take It Off,2:05,Marc Rebillet,Loop Daddy III,R&B/Soul
Take It Easy,4:36,The Eagles,Hell Freezes Over [Live],Rock
Take It  Easy,4:30,Yelawolf,Stereo,
Tactical Nuke,5:34,The Acacia Strain,Wormwood,Rock
Synergy (feat. Rob Damiani),3:17,Dance Gavin Dance,Jackpot Juicer,Rock
(The Symphony of) Blasé,4:22,Anberlin,Never Take Friendship Personal,Alternative
Symphony of Skin,3:45,I the Mighty,Where the Mind Wants to Go / Where You Let It Go,Alternative
Symmetry,1:57,Polyphia,Renaissance,Alternative
Sword Art,4:05,Kurt Travis,Everything Is Beautiful,Alternative
Sweet#Hart,4:05,Closure In Moscow,First Temple,Alternative
Sweet#Hart,4:05,Closure In Moscow,First Temple,Alternative
Sweet Tooth,3:28,Intervals,The Shape of Colour,Instrumental
Sweet Tea (feat. Aaron Marshall),4:20,Polyphia,Muse,Rock
Sweet Nothings,5:02,Plini,Sweet Nothings - EP,Metal
Sweet Home Alabama,4:45,Lynyrd Skynyrd,The Very Best Of Lynyrd Skynyrd - Gold & Platinum,
Sweet Charity,5:06,Mr. Bungle,California,Hard Rock
Sway In The Morning,1:50,Yelawolf,Best Of Freestyles,
Swarm,6:25,Thank You Scientist,Terraformer,Rock
Swan Soup,4:01,Dance Gavin Dance,Downtown Battle Mountain II,Hardcore
Swallowed By Eternity,5:05,Dance Gavin Dance,Jackpot Juicer,Rock
Svanrand,3:36,Heilung,Futha,Worldwide
Suspicious Waveforms,6:34,Thank You Scientist,Maps of Non - Existent Places,Rock
Suspended In This Disaster,3:19,Dance Gavin Dance,Artificial Selection,Rock
Suspended By The Throat,4:15,Job For A Cowboy,DOOM,Grindcore
Suspend the Death Watch,5:14,Thomas Giles,Pulse,
Surviving,1:20,Marc Rebillet,Loop Daddy III,R&B/Soul
Survive,1:30,Junkie XL,Mad Max: Fury Road (Original Motion Picture Soundtrack),Soundtrack
A Surprise Funeral (For The Charmed),5:04,Far-Less,A Toast To Bad Taste,Rock
Sure Shot (2009 Remaster),3:20,Beastie Boys,Ill Communication (Deluxe Version) [Remastered],Hip-Hop/Rap
Sure Shot,4:07,Intervals,The Shape of Colour,Instrumental
Super Geek,3:27,Yelawolf & DJ Paul,Slumafia,Hip-Hop/Rap
Super Bass,3:38,The Downtown Fiction,Punk Goes Pop 4,Pop
Sunshine,3:20,Tides of Man,Dreamhouse,Rock
Sunporch Cha-Cha-Cha,2:54,Dave Grusin,The Graduate (Original Motion Picture Soundtrack),Folk
Sunflower Seeds (feat. Novel & Summer of '96),3:35,PRhyme,PRhyme 2,Hip-Hop
Sundown Syndrome,5:49,Tame Impala,Sundown Syndrome / Remember Me - Single,Rock
Sunday Bloody Sunday,4:26,Veil Of Maya,Homefront: Songs for the Resistance,Metal
Sun's Coming Up,5:20,Tame Impala,Lonerism,Alternative
The Sun Station,2:39,Andrew Prahlow,Outer Wilds (Original Soundtrack),Soundtrack
Sun Of Nothing,10:59,Between the Buried & Me,Colors,Metal
Sun it Rises,3:14,Fleet Foxes,Fleet Foxes,Rock
The Sun Is Burning,2:52,Simon & Garfunkel,"Wednesday Morning, 3 A.M.",Singer/Songwriter
Sun Giant,2:14,Fleet Foxes,Sun Giant,Rock
Summon The Hounds,3:52,Job For A Cowboy,Ruination,Technical Death Metal
The Summit,4:27,"Oh, Sleeper",Bloodied / Unbowed,Metal
Summertime Gladness,3:21,Dance Gavin Dance,Summertime Gladness - Single,Rock
Summer Tongues,5:27,Anchor & Braille,Felt,Alternative
The Summer Jam,4:17,Periphery,Clear,Metal
Summer In the City,2:40,The Lovin' Spoonful,Platinum & Gold Collection: The Lovin' Spoonful,Pop
Summer - Presto,2:54,Vivaldi,The Four Seasons,Classical
Summer - Allegro,5:35,Vivaldi,,Classical
Summer - Allegro,5:35,Vivaldi,The Four Seasons,Classical
Summer - Adagio,2:26,Vivaldi,,Classical
Summer - Adagio,2:26,Vivaldi,The Four Seasons,Classical
Suicide Season,8:19,Bring Me The Horizon,Suicide Season,Deathcore
Suda,3:03,Chon,Grow,Rock
A Sua Voz,3:21,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Stunt Suite,5:24,Trevor Rabin,Hot Rod,Soundtrack
Studying Politics,3:31,Emery,The Question,Alternative
Stuck On A Wire Out on A Fence,3:09,The Dear Hunter,The Color Spectrum: The Complete Collection,Alternative
Struggle Speaks (Interlude),1:27,Yelawolf,Trial By Fire,Hip-Hop/Rap
"Stroke God, Millionaire",3:10,Dance Gavin Dance,Instant Gratification,Rock
Strings of Hypocrisy,2:24,Job For A Cowboy,,Death Metal
Strings of Hypocrisy,2:24,Job For A Cowboy,Genesis,Death Metal
Strictly 4 My Jeeps,2:45,Action Bronson,SAAAB STORIES Produced by Harry Fraud - EP,Hip-Hop/Rap
Strength Beyond Strength (Pantera Cover),3:48,Whitechapel,Recorrupted EP,
Streets at Night,3:30,PRhyme,PRhyme 2,Hip-Hop
Street Luge,0:47,Trevor Rabin,Hot Rod,Soundtrack
Strawberry's Wake,3:38,Dance Gavin Dance,Afterburner,Rock
"Strawberry Swisher, Pt. 3",3:35,Dance Gavin Dance,Acceptance Speech 2.0,Rock
"Strawberry Swisher, Pt. 3",3:35,Dance Gavin Dance,Acceptance Speech,Rock
Stratovolcano Mouth,4:22,Chiodos,Illuminaudio,Punk
Strangers In A Paranoid Mind (Instrumental),4:09,Thomas Giles,Velcro Kid,Rock
Strangers In A Paranoid Mind,4:09,Thomas Giles,Velcro Kid,Rock
Stranger In A Strange Land,6:54,30 Seconds To Mars,This Is War,Alt. Rock
Stranger,2:51,Tilian,Perfect Enemy,Alternative
Strange Flames,3:44,Andrew Prahlow,Outer Wilds: Echoes of the Eye (The Lost Reels) [Deluxe Original Game Soundtrack],Soundtrack
Strange Clouds (feat. Lil Wayne),3:46,B.o.B,Strange Clouds,Hip-Hop
Stranded,4:03,Tilian,Future Friends - EP,Pop
The Strain (instrumental),5:24,Haken,Virus (Deluxe Edition),Rock
The Strain,5:24,Haken,Virus (Deluxe Edition),Rock
Story of My Bros,3:14,Dance Gavin Dance,Artificial Selection,Rock
Story About a Man With a Bad Heart,3:29,Emery,I'm Only a Man (Bonus Track Version),Rock
Story,3:50,Chon,Grow,Rock
Storm Is Coming,5:37,Junkie XL,Mad Max: Fury Road (Original Motion Picture Soundtrack),Soundtrack
Storm,3:29,Polyphia,Renaissance,Alternative
"Stop, It's Not About You.",3:20,Jonny Craig,The Places We'll Never Be,R&B/Soul
"Stop Reading, Start Doing Pushups",2:32,Destroy Rebuild Until God Shows,D.R.U.G.S.,Post Hardcore
Stolas,5:00,Scale the Summit,V,Metal
Stillness (Bonus Track),4:26,Agent Fresco,Destrier,Alternative
Still the Man,2:59,Yelawolf & DJ Paul,Slumafia,Hip-Hop/Rap
Still Ridin',2:55,Yelawolf,Ghetto Cowboy,Hip-Hop/Rap
Sticks & Bricks,3:17,A Day to Remember,,
Sticks & Bricks,3:17,A Day to Remember,What Separates Me From You,
Stereo   Outro,0:57,Yelawolf,Stereo,
Stereo   Intro,1:32,Yelawolf,Stereo,
Stereo,3:50,Yelawolf,Stereo,
stepping into something else (interlude),0:14,Axel Mansoor,i hadn't ever loved myself,Pop
Step Up (I'm On It),3:28,Maylene & The Sons Of Disaster,III,Rock
StayAwayFromMyFriends,4:42,Pierce The Veil,Selfish Machines Deluxe Edition,Post Hardcore
Stay Scared,4:52,Sianvar,Stay Lost,Rock
Stay Lost,4:31,Sianvar,Stay Lost,Rock
Stay At Home Dad,4:10,Macklemore and Ryan Lewis,,
Stay At Home Dad,4:10,Macklemore and Ryan Lewis,The VS. Redux,
Stay,3:51,Emarosa,Sting,Pop
Statues,3:46,Tides of Man,Dreamhouse,Rock
Statism,4:14,BackWordz,Veracity,Metal
Stationary Stationery,2:59,Anberlin,Never Take Friendship Personal,Alternative
